0,0
1.5258789062499998E-05,1.0216964610890376E-13
3.0517578124999993E-05,2.3014330923014838E-13
4.57763671875E-05,3.8392098936373411E-13
6.1035156249999993E-05,5.6350268650966075E-13
7.6293945312499973E-05,7.688884006679282E-13
9.1552734374999986E-05,1.0000781318385368E-12
0.00010681152343749995,1.2570718800214858E-12
0.00012207031249999995,1.5398696452167766E-12
0.00013732910156249995,1.8484714274244083E-12
0.00015258789062499989,2.1828772266443794E-12
0.00016784667968749989,2.5430870428766923E-12
0.00018310546874999989,2.9291008761213457E-12
0.00019836425781249984,3.3409187263783385E-12
0.00021362304687499978,3.7785405936476727E-12
0.0002288818359374997,4.2419664779293454E-12
0.0002441406249999997,4.7311963792233623E-12
0.00025939941406249962,5.2462302975297169E-12
0.00027465820312499957,5.7870682328484117E-12
0.00028991699218749957,6.35371018517945E-12
0.00030517578124999946,6.9461561545228242E-12
0.00032043457031249935,7.5644061408785435E-12
0.00033569335937499924,8.2084601442465982E-12
0.00035095214843749924,8.8783181646270051E-12
0.00036621093749999913,9.5739802020197465E-12
0.000381469726562499,1.0295446256424821E-11
0.00039672851562499892,1.1042716327842241E-11
0.00041198730468749881,1.1815790416272002E-11
0.0004272460937499987,1.2614668521714103E-11
0.00044250488281249854,1.3439350644168537E-11
0.00045776367187499843,1.4289836783635313E-11
0.00047302246093749816,1.5166126940114416E-11
0.0004882812499999981,1.6068221113605883E-11
0.00050354003906249783,1.6996119304109671E-11
0.00051879882812499783,1.7949821511625804E-11
0.00053405761718749751,1.892932773615427E-11
0.0005493164062499974,1.9934637977695089E-11
0.00056457519531249718,2.0965752236248227E-11
0.000579833984374997,2.2022670511813725E-11
0.00059509277343749675,2.3105392804391555E-11
0.00061035156249999642,2.4213919113981718E-11
0.0006256103515624961,2.5348249440584217E-11
0.00064086914062499588,2.6508383784199065E-11
0.00065612792968749555,2.7694322144826253E-11
0.00067138671874999534,2.8906064522465776E-11
0.00068664550781249512,3.0143610917117649E-11
0.00070190429687499469,3.1406961328781838E-11
0.00071716308593749436,3.2696115757458367E-11
0.00073242187499999415,3.4011074203147248E-11
0.00074768066406249382,3.5351836665848469E-11
0.00076293945312499339,3.6718403145562015E-11
0.00077819824218749306,3.8110773642287895E-11
0.00079345703124999263,3.9528948156026108E-11
0.00080871582031249219,4.097292668677666E-11
0.00082397460937499176,4.2442709234539551E-11
0.00083923339843749133,4.3938295799314788E-11
0.00085449218749999089,4.5459686381102352E-11
0.00086975097656249046,4.7006880979902255E-11
0.00088500976562498981,4.8579879595714484E-11
0.00090026855468748937,5.0178682228539085E-11
0.00091552734374998894,5.1803288878376E-11
0.00093078613281248829,5.3453699545225241E-11
0.00094604492187498775,5.5129914229086821E-11
0.00096130371093748721,5.6831932929960753E-11
0.00097656249999998656,5.8559755647847E-11
0.00099182128906248612,6.0313382382745591E-11
0.0010070800781249853,6.20928131346565E-11
0.0010223388671874848,6.3898047903579761E-11
0.0010375976562499842,6.5729086689515339E-11
0.0010528564453124835,6.7585929492463275E-11
0.0010681152343749829,6.9468576312423531E-11
0.0010833740234374822,7.1377027149396121E-11
0.0010986328124999814,7.3311282003381E-11
0.0011138916015624805,7.5271340874378285E-11
0.0011291503906249796,7.72572037623879E-11
0.001144409179687479,7.9268870667409768E-11
0.0011596679687499779,8.1306341589444009E-11
0.0011749267578124774,8.33696165284907E-11
0.0011901855468749764,8.5458695484549579E-11
0.0012054443359374755,8.7573578457620845E-11
0.0012207031249999746,8.9714265447704469E-11
0.0012359619140624738,9.1880756454800374E-11
0.0012512207031249729,9.4073051478908638E-11
0.0012664794921874718,9.6291150520029209E-11
0.0012817382812499707,9.8535053578162126E-11
0.00129699707031247,1.0080476065330744E-10
0.0013122558593749688,1.0310027174546498E-10
0.0013275146484374679,1.0542158685463489E-10
0.0013427734374999666,1.0776870598081707E-10
0.0013580322265624657,1.1014162912401168E-10
0.0013732910156249636,1.1254035628421824E-10
0.0013885498046874634,1.1496488746143783E-10
0.00140380859375,2.3483044531136316E-10
0.0014190673828125,2.3978272373385197E-10
0.001434326171875,2.4478661019036537E-10
0.0014495849609374998,2.4984210468090345E-10
0.00146484375,2.5494920720546639E-10
0.0014801025390625,2.6010791776405407E-10
0.001495361328125,2.6531823635666633E-10
0.0015106201171874998,2.7058016298330319E-10
0.0015258789062499998,2.7589369764396484E-10
0.0015411376953125,2.8125884033865118E-10
0.001556396484375,2.8667559106736226E-10
0.0015716552734375,2.9214394983009804E-10
0.0015869140625,2.9766391662685825E-10
0.0016021728515625,3.0323549145764341E-10
